title,author,預購專案,群眾募資,音樂,攝影,出版,時尚,設計,表演,藝術,科技,教育,遊戲,飲食,空間,社會,插畫漫畫,電影動畫,地方創生,挺好店,新春賀喜,money,time_left,image,video,sponsor_num,target,duration,comment_num,QA_num,website,yt,fb,ig,set_num,set_price
【Bikersoul “Magfit魔吸”｜全球第一款摩托車/自行車用強力磁吸充電手機架】地表最強大的手機架之王,Bikersoul.TW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214150,success,62,7,170,100000,14340,12,9.0,1,0,1,0,12,"[1380, 890, 790, 1380, 1380, 890, 790, 1580, 1580, 1080, 990, 1380]"
解禪 ZenCafé｜快速靜心的禪繞畫 ,默圖國際有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87920,success,15,3,80,50000,14340,0,8.0,0,0,1,1,5,"[765, 1200, 2000, 865, 1350]"
【 Warm Geek 4.0 主動式加熱外套 】三段加熱 X 防風防水，戶外走跳不畏寒！,Warm Geek,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96800,success,52,1,20,30000,14340,5,,0,0,1,0,4,"[4890, 4790, 5390, 5290]"
Coffee Map金屬濾網｜簡單手法，一款咖啡豆三種風味同時擁有,Coffee Map金屬濾網,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238739,success,48,2,87,200000,14340,2,7.0,0,0,0,0,25,"[2799, 3599, 2580, 12400, 23800, 1690, 7950, 14900, 1399, 6495, 11990, 999, 1199, 699, 799, 999, 499, 699, 1098, 1398, 1598, 1398, 1398, 899, 1298]"
Dream Glass 4K｜地表最強性價比，4K 攜帶式 AR 智慧眼鏡！帶你進入身歷其境的全新科技娛樂時代！,DreamWorld Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10461700,success,71,9,1014,100000,14340,271,7.0,0,0,0,0,9,"[13980, 19980, 1980, 2160, 2880, 580, 14980, 12980, 17980]"
【 全新設計革命｜新潮代招財貔貅 】錢進未來、開啟嶄新格局！,奧斯卡禮品有限公 司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199980,success,47,1,74,100000,14340,1,9.0,0,0,0,0,6,"[2780, 2680, 2780, 2680, 1480, 100]"
【限量供應】南投水里『無毒新鮮乾燥香菇』，最用心的台灣在地好菇農，30年專業老菇園【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40120,success,29,4,28,6000,14340,0,,1,1,1,1,5,"[980, 980, 1880, 1880, 1880]"
Miapka 波蘭小童機能風衣｜小童的第一件歐洲製風衣 x 雨衣,Pista開心果國際,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334580,success,24,2,112,300000,14340,12,15.0,0,0,0,0,9,"[3080, 3280, 2280, 3880, 6360, 17880, 27800, 2980, 2980]"
沉浸式桌上密室遊戲，全球第一指名《限時解鎖：密室逃脫》,栢龍玩具,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1957260,success,18,2,1998,10000,14340,47,8.0,0,0,0,0,4,"[850, 3160, 3560, 950]"
MOJIETU 便攜式電動打氣機｜閃電充氣，為您的無憂出行保駕護航,MicroNovelty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,437338,success,49,7,269,10000,14340,62,4.0,0,0,0,0,6,"[1499, 1599, 1699, 2899, 4299, 13299]"
【 Evebot PrintPods｜新世代手持印表機 】專業品質、萬人響應，隨時隨地解放你的創作能量！,Evebot Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2541900,success,48,3,996,100000,14340,105,8.0,0,0,1,0,5,"[3480, 1280, 1480, 1280, 3180]"
Hiles 氣旋式熱風家用烘豆機【懶人式烘豆機】~免顧火，免研究，最簡單的烘豆器具！,Hiles Cafe,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1194660,success,26,2,368,100000,14340,11,2.0,0,1,1,0,4,"[2990, 3680, 5650, 2990]"
【KARRY 4.0 - 新經典束口包】 - 顛覆束口背包的刻板印象，滿足您對通勤與假期的多元需求！,Anvi Original ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151880,success,74,1,141,20000,14340,9,1.0,1,1,1,1,12,"[250, 1150, 450, 1480, 1480, 7400, 950, 950, 1150, 2000, 2850, 3600]"
﹝Docky 生活小助手﹞行動帶著走，多功能轉接座，值得您擁有！,glorykylin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101630,success,30,5,61,40000,14340,5,,0,0,0,0,2,"[1399, 2598]"
說走就走 輕旅行背包 | 60 秒快速收納，打包不用顧慮太多,aka-ilife,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133440,success,35,1,92,50000,14340,1,,1,1,1,1,6,"[1380, 2580, 4880, 1480, 9280, 12880]"
Flip Up 極速立體錢包 – 第一個能放零錢的輕便皮夾｜秒速付款 · 極致輕便,MYNUS FLIP UP WALLET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1133460,success,51,2,371,100000,14340,17,5.0,0,0,0,0,5,"[2880, 5600, 2980, 27800, 2780]"
【來camping｜折疊邊桌 × 回收桶】露營野餐神器 ✦ 垃圾不落地 ✦ 髒亂退散,Something Loves,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79010,success,48,1,40,70000,14340,0,6.0,0,1,1,1,8,"[1690, 1690, 1890, 1890, 3290, 3290, 3290, 15990]"
SISTALK 《小怪獸魔吻》｜新獸上市｜挑戰地表最強舌吻,SISTALK小怪獸,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1437090,success,61,1,490,200000,14340,1,11.0,1,1,1,1,10,"[2300, 4200, 5200, 6600, 6600, 499, 899, 2300, 4200, 5200]"
TDN 蜂巢包｜工作也要帥翻天，全開模式完美收納體驗,TDN蜂巢包,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229279,success,72,1,69,100000,14340,0,9.0,0,0,1,0,9,"[3580, 2980, 3800, 3300, 6160, 11920, 699, 3480, 3480]"
◖ OMNICUP 無線行動咖啡機 ◗ 無線不受限，到哪都能啜上一口咖啡香,OMNICUP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,399980,success,24,2,127,100000,14340,15,8.0,1,1,1,0,5,"[3280, 2680, 480, 5160, 6360]"
Care Go™ 隨身個人警報器,Care Go Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,334070,success,32,1,128,100000,14340,3,13.0,0,0,1,0,6,"[1280, 2360, 6480, 9900, 2160, 1980]"
【活力土包子─庶民一條街】沒有顏色，只有幸福！~全球限量【2020 大步向前走 紀念版禮盒】,活力土包子,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136900,success,24,3,100,130000,14340,0,5.0,1,1,1,0,3,"[300, 1080, 2020]"
小巧精悍，次世代充電黑科技降臨｜ANKER 20W 極速充電器,ANKER Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1883790,success,39,1,1944,100000,14340,14,9.0,0,0,1,0,9,"[830, 1980, 490, 1380, 2180, 880, 390, 780, 880]"
日本刀匠監製『仿真新選組 武士拆信刀』｜馳騁在新選組義士激鬪的戰場！,NEST-On,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224080,success,32,2,112,50000,14340,0,12.0,0,0,1,0,9,"[1250, 1250, 1250, 3700, 1350, 1350, 1350, 4000, 7600]"
韓國熱銷No.1，史上功能性最強的寵物頭套《零感頸圈》| 舒適/輕巧/易清洗/耐用，寵物養護專家指名推薦！,點伴寵物生活館,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116620,success,42,1,97,50000,14340,1,6.0,0,0,1,0,5,"[760, 780, 1520, 2220, 13600]"
【GRAVITY星環 磁吸式偏光太陽眼鏡】隨性掛著就走｜感受機能與質感的絕佳視野,EYEGLE 休閒運動太陽眼鏡,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1474920,success,70,2,601,200000,14340,6,14.0,0,0,0,0,10,"[2680, 5160, 7440, 14280, 22300, 44000, 390, 2280, 2380, 350]"
瑞典 Använda | is a great f*cking bag.,patty ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145856,success,32,2,45,50000,14340,0,,1,0,0,1,16,"[3200, 3200, 3200, 3200, 3200, 3900, 3900, 3900, 3900, 2996, 2996, 2996, 2996, 2996, 3696, 3696]"
EG-Kids PC UV420兒童濾藍光眼鏡 | 高科技PC+UV420濾藍光鏡片，讓孩子免於3C藍光危害 | 孩子最可靠的3C防護罩,EGlasses。眼鏡物語,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14798,success,63,2,14,10000,14340,0,9.0,1,0,1,1,9,"[882, 882, 980, 980, 980, 980, 980, 980, 1666]"
【 Infinity｜磁吸充電線 】一吸就充電，拉扯就斷開，一條搞定所有 3C 裝置！,Chargeasap,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,410514,success,71,3,425,30000,14340,35,9.0,0,0,1,0,11,"[1470, 799, 2210, 3350, 5900, 290, 180, 530, 500, 350, 290]"
【 Idmix ch08 │ 行動電源 】首款氮化鎵行動電源 20000mAh X 65W 大功率！,Idmix Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1854106,success,51,3,669,60000,14340,19,,0,0,0,0,7,"[2980, 3960, 8800, 14500, 299, 199, 2980]"
Wainlux K6 極星雷雕機 | 隨時隨地讓創意鏗鏘落地,Wainlux,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1352950,success,43,1,218,100000,14340,18,4.0,0,0,0,0,6,"[6190, 12000, 23000, 1890, 6490, 5990]"
【An 無線充電UVC消毒盒】可同時3個裝置15W無線快速充電+UVC消毒+香薰功能,an3c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115836,success,31,1,34,100000,14340,0,,1,1,1,0,8,"[1899, 3698, 5397, 1799, 3498, 5097, 8245, 15990]"
福祿雙全 辣臺嬰｜屬於每個臺灣寶寶的有機棉包庇衣,Chialily,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125290,success,30,1,98,100000,14340,4,4.0,1,0,1,1,8,"[1630, 530, 1100, 1200, 560, 1670, 1630, 3180]"
isoSpine 脊椎伸展器｜你的專屬居家按摩師,isoLife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13128695,success,61,5,3263,120000,14340,67,12.0,1,0,1,0,25,"[4500, 2550, 1999, 2190, 17196, 33592, 4399, 2549, 4399, 4399, 4399, 4349, 4349, 2499, 2449, 4299, 4199, 4199, 1899, 2349, 4199, 4299, 4349, 4349, 4349]"
防盜單肩包 Bobby Sling × 防盜舒活包 Bobby Soft｜輕裝防盜首選 扒手小偷退散,XDDESIGN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615899,success,65,1,442,8888,14340,22,5.0,0,0,1,0,18,"[2099, 1180, 1380, 1280, 1280, 1680, 290, 580, 580, 580, 780, 999, 1080, 1099, 1180, 1990, 1999, 2080]"
2020年最新一代【Pixoo-Max 發光小板】把內心 OS 具象化！新潮交流神器，多種情境輕鬆應用,壞朋友,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298830,success,18,7,119,50000,14340,0,9.0,0,0,1,0,3,"[2490, 2690, 2890]"
【DERIVE得路威】主動發熱全機能外套，防水防風防寒冷，不怕溫差大，一件陪你上山下海！,winchamp,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1969910,success,35,2,282,100000,14340,40,8.0,0,0,0,0,6,"[6980, 13760, 20370, 65800, 6790, 5980]"
環保愛地球～充電型節能自動泡沫洗手機！三段噴量調整、不綁洗手液品牌隨你加！,ENSING燕聲電子,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62531,success,6,1,46,60000,14340,0,5.0,0,0,0,0,5,"[599, 1170, 629, 1230, 3000]"
SwitchBot 智慧窗簾機器人｜早晨自然被陽光喚醒，免用工具輕鬆改造、遙控你的窗簾！,SwitchBot,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6205110,success,129,3,1419,300000,14340,50,20.0,0,0,1,0,29,"[490, 5190, 9250, 6580, 1900, 3090, 3690, 4450, 2350, 1990, 850, 49990, 1950, 3790, 3150, 4550, 5290, 9450, 9090, 5090, 6530, 2990, 4290, 4990, 8890, 6490, 4250, 2950, 2250]"
Tendo 10°膠台切割器│ 俐落過生活，省力護腕、精準切割,Tendo TW,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,768760,success,62,2,1376,100000,14340,6,11.0,0,0,1,0,9,"[400, 760, 1440, 3400, 6400, 140, 320, 360, 680]"
鐵窗咖啡｜大家一起為麝香貓拆鐵窗！｜爭自由！｜,返生工坊,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204368,success,21,1,79,200000,14340,0,,0,0,0,0,6,"[1599, 800, 1399, 2880, 5440, 6400]"
AZIO抗菌可水洗鍵盤滑鼠 | 迎接潔淨新生活,唐翰有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85630,success,26,1,50,30000,14340,0,,1,1,1,1,9,"[1750, 3300, 4800, 1090, 849, 1290, 990, 1490, 1090]"
FLASH X 華麗登場！通勤、值勤、快遞、外送，一頂搞定所有需求，豐富您的騎乘生活！,JARVISH 酷設工坊,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2809940,success,22,12,567,100000,14340,16,13.0,1,1,1,0,7,"[7390, 14580, 28760, 8490, 290, 690, 5990]"
【限量30盒】南投埔里『無毒、無農藥純淨百香果』在地用心好果！【尋農高手】,尋農高手,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18600,success,12,4,30,6000,14340,0,,1,1,1,1,1,[620]
LifeProof 強悍配件 海廢再生 | 守護地球有限資源 | 幫助台灣環境保護,行星國際股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61500,success,29,1,24,50000,14340,0,11.0,1,1,1,1,5,"[3080, 990, 3990, 3280, 4250]"
Noopii 金屁屁的命定完美尿布 ▍低敏、透氣、安心防漏 ▍內外兼具的質感選擇,拾物工作室,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207961,success,22,4,309,100000,14340,2,12.0,0,0,1,1,10,"[399, 489, 789, 969, 3099, 2799, 13999, 13399, 359, 459]"
物理止癢革命！俏蜻蜓红外脈衝止癢棒,俏蜻蜓,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,605675,success,27,2,744,22450,14340,18,3.0,0,0,0,0,9,"[489, 895, 1649, 2390, 3845, 449, 475, 475, 866]"
令人感動的聲音，40年音響工程淬煉最強重低音，Meters 發光VU表無線藍芽耳機,古俬國際有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,400380,success,22,4,40,100000,14340,0,12.0,1,1,1,1,7,"[10500, 12000, 13000, 880, 35500, 55000, 9500]"
URU 智能調色美甲套裝 | 時尚小資族的最愛！5支調色筆輕鬆做出120種繽紛色彩,Blackleaf,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116168,success,20,3,62,50000,14340,0,,0,0,1,0,4,"[1688, 1888, 3288, 7980]"
【LEDISTAR | 小巧按摩槍】親膚矽膠頭，安心零距離疏通各處筋路！,Ledistar Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23040,success,36,2,7,20000,14340,0,,0,0,0,0,3,"[2680, 4820, 2880]"
NILLKIN 纖逸多功能電腦包 ｜人體工學設計，舒緩您的肩頸痠痛，一秒折疊化身筆電支架，讓您工作不再緊繃神經！,LIYI SHOP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174146,success,38,1,324,30000,14340,10,6.0,1,1,1,1,8,"[570, 99, 190, 1100, 2600, 5000, 659, 520]"
【 Flexwarm 無線熨斗 】恆溫速熱，三段溫度，最輕便的熨燙提案!,Flexwarm Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,596130,success,37,5,229,50000,14340,10,3.0,0,0,0,0,6,"[2530, 4820, 9480, 22900, 2880, 2480]"
TAJEZZO LEO智能背包｜是背包也是喇叭！｜最潮硬殼包時代來臨～,BIGGER DESIGN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613400,success,43,3,337,200000,14340,12,6.0,1,1,1,1,8,"[9900, 5880, 11000, 6900, 1480, 1480, 2600, 3600]"
▎Mr.121文藝者 -鷹眼蜂巢眼鏡 ▎全方位優化視覺、夜間行車-銳利度加倍、3C產品剋星 ▎蜂巢式奈米網膜 、可選配變色功能 ▎鼻樑上的 美學工藝,Mr.Banboo台灣手工眼鏡,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136900,success,58,1,45,3899,14340,0,10.0,1,1,1,1,11,"[2380, 2780, 2980, 3380, 3280, 3680, 1980, 2580, 2880, 1080, 1080]"
24小時寵物管家，陪您一起看顧寶貝的牠。,固士特科技有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,274560,success,27,3,40,100000,14340,4,11.0,0,0,0,0,8,"[5680, 6380, 6680, 7380, 6290, 6990, 7390, 8090]"
「imiia｜極致輕巧鋁合金電動牙刷」臺灣第一款全金屬電動牙刷｜金屬機身不發霉 X 磁吸壁掛免積水,imiia,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415150,success,33,1,265,100000,14340,17,21.0,1,0,1,1,9,"[1450, 2800, 6500, 250, 250, 250, 250, 1400, 1300]"
| PeaceKorea 好料剪刀 ｜把關食安不費力，輕鬆做出好料理,Something Loves,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449559,success,40,3,468,100000,14340,4,10.0,0,1,1,1,6,"[499, 869, 2490, 7780, 18950, 399]"
立委做不好，就讓專業的來。《中山南路一號—法案現場》,社團法人公民監督國會聯盟,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,156225,success,36,2,103,120000,14340,6,3.0,1,0,1,1,6,"[100, 1200, 1450, 1500, 6375, 12000]"
SENA 5S | 配備螢幕的騎士用藍牙5.0耳機,SENA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,403140,success,28,1,78,100000,14340,2,,1,0,1,1,7,"[4680, 4880, 8800, 5880, 6280, 6980, 4280]"
【BalanceOn | 舒眠枕】讓蜂巢科技的紓壓透氣和黃金比例的枕型設計，引領您體驗最酣暢的深層睡眠,inco,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1414800,success,73,1,387,100000,14340,4,7.0,1,1,1,1,15,"[3180, 5960, 3780, 7160, 4280, 8160, 690, 790, 3150, 5900, 630, 530, 8160, 4280, 3780]"
【韓國手作美型傢俱】|陪伴孩子溫暖成長的「家」｜多型態變化承載珍貴童年時光｜韓劇同款,NASPA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102440,success,95,1,11,100000,14340,0,13.0,0,0,1,1,6,"[12300, 16800, 16800, 16800, 3280, 390]"
4D安全氣囊－帽襯｜五合一安全帽-氣囊內襯，保護頭部更要解決困擾！,JFT 科技減壓氣囊,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,938384,success,41,1,1131,20000,14340,13,9.0,1,0,1,0,12,"[550, 650, 650, 850, 1250, 1600, 350, 450, 800, 388, 488, 820]"
SONGX 玩轉星環無線耳機｜彈指旋轉，輕鬆把玩悠揚樂音於指尖，聆聽來自太陽系的聲音！,SONGX Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,708390,success,44,1,308,100000,14340,20,6.0,0,0,1,0,6,"[1990, 2090, 4000, 7800, 2490, 1990]"
【Charme｜Palette繽紛女鞋】與顏色一拍即合｜體驗極致的輕盈俐落,Charme恰米,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114668,success,39,9,79,100000,14340,0,8.0,0,1,1,1,5,"[699, 1298, 2476, 5890, 630]"
Folding Fire 摺疊式焚火台 | 三秒開展，為你的露營夜點亮一盞溫暖的營火,Folding Fire Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1438445,success,52,2,652,100000,14340,11,5.0,0,0,1,0,6,"[2099, 3980, 1999, 2099, 2300, 3980]"
3C螢幕藍光好刺眼 | 沒度數、有度數-都要護眼濾藍光 | ㊣智能光學級濾藍光鏡片+ ㊣雙實驗室檢測，全台嘖嘖首賣，重磅登場。,EGlasses。眼鏡物語,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103724,success,55,3,50,80000,14340,1,7.0,1,0,1,1,8,"[980, 980, 980, 1862, 2620, 3349, 980, 5880]"
會喝一輩子的健康好水 | 外銷日本的溫控水素水機 | Powered by fuKuro,氫元生物科技股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,701940,success,43,1,17,150000,14340,5,10.0,1,1,1,0,3,"[49800, 56800, 1580]"
不妥協的貓咪主食罐｜一款打破傳統框架的罐頭，讓我們一起看不罐就起身革命吧！,喵皇奴｜Meow Servant,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,509760,success,40,3,500,100000,14340,2,15.0,1,1,1,1,7,"[650, 1150, 2100, 350, 450, 1080, 380]"
【an3c 無線渦輪真空吹氣機】強力風柱直噴! 真空吸氣!,an3c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,338248,success,19,3,232,100000,14340,3,,1,1,1,0,5,"[1299, 2398, 3297, 4396, 5495]"
3Ｄ氣囊緩衝減壓背心｜來自你身體的警訊，我們比你還清楚的多！,JFT 科技減壓氣囊,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23180,success,27,1,10,20000,14340,2,,1,0,1,0,3,"[1280, 1980, 2280]"
超聲波潔淨儀Sonic Beauty Cleaner｜來自簡約便捷概念 實現一機多用設計,YOTO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143200,success,47,1,99,100000,14340,0,12.0,0,0,1,0,6,"[1250, 2400, 1350, 2600, 6250, 300]"
寶貝新夥伴，創意平衡板，玩創新視野！,法萌．FUN N WOW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,880940,success,26,3,455,50000,14340,4,4.0,0,0,1,0,3,"[1980, 1980, 1880]"
TileRec 隱形錄音片 ｜全球最小智慧錄音設備，你的隨身科技秘書,TileRec Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6087602,success,42,3,2188,100000,14340,82,7.0,0,0,0,0,9,"[2199, 3980, 19000, 2199, 3980, 19000, 2399, 1999, 2099]"
萌主對決 霸氣登場,育冠,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38409,success,13,0,15,30000,14340,0,,0,0,0,0,3,"[1350, 2988, 3999]"
【德國乒乓再生包 ●○ Klak經典克拉包｜Tetrik機能快取包】全球首創環保精品，5000萬寶特瓶重獲新生,pinqponq,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,252606,success,46,3,53,200000,14340,3,5.0,0,0,1,0,7,"[1699, 2599, 3999, 12995, 5198, 2749, 1860]"
《QMic》超高 CP 值｜專業指向性麥克風,BJD 台灣,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1233150,success,26,1,491,150000,14340,33,9.0,0,0,0,0,6,"[2100, 2890, 1900, 2000, 2690, 2790]"
好樹好果杯 | 30 秒精榨 10 秒清洗，涼夏特調 0 負擔!,綠恩家enegreen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,562250,success,53,3,427,100000,14340,12,,0,0,0,0,5,"[1190, 1290, 2360, 4400, 1050]"
DELUX M618DB 垂直護腕光學滑鼠 | 擺脫滑鼠手 | 有效緩解肌肉疲勞,LIYI SHOP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,879228,success,26,1,1266,30000,14340,142,7.0,1,1,1,1,10,"[550, 1598, 2498, 150, 1760, 2840, 4900, 9360, 618, 490]"
《BIO MAUSAH碧蔓舒》PP水肌偽妝棒2.0｜防曬x修護x亮白-新創無需卸妝的「快時尚」,BIO MAUSAH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623900,success,40,6,495,50000,14340,4,18.0,1,0,1,0,9,"[600, 1100, 2500, 4500, 600, 1100, 2500, 4500, 550]"
Room’s Plus 室內外兩穿辦公拖｜拖鞋也要 Smart Casual！,Room's Plus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1317954,success,37,1,919,100000,14340,11,3.0,0,0,0,0,6,"[1099, 2100, 3800, 9000, 1149, 999]"
木木製茶所｜100%純正梨山茶葉｜泡出屬於自己的生活態度,木木製茶所,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134140,success,26,1,101,30000,14340,0,6.0,0,0,1,1,7,"[980, 250, 780, 880, 1580, 2980, 5680]"
《華麗‧蒼涼》張愛玲典藏手帳,皇冠文化集團,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356082,success,39,1,262,300000,14340,0,,1,0,1,1,8,"[1200, 650, 950, 950, 1250, 3100, 5900, 600]"
漩渦硬幣｜靈感激發、現實夢境檢視器,Mezmotoys,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,543305,success,48,4,550,50000,14340,9,8.0,0,0,1,0,14,"[688, 2090, 949, 649, 260, 3600, 2220, 699, 995, 1970, 890, 840, 1850, 599]"
睿米 Z1 掃拖抗菌無線吸塵器｜妳的第一台「精品掃拖吸塵器」,睿米科技,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3266451,success,73,6,510,300000,14340,13,14.0,0,0,0,0,20,"[6999, 41928, 14176, 7988, 495, 595, 255, 255, 995, 995, 1495, 795, 5288, 29928, 6888, 6888, 6888, 6988, 7188, 7088]"
3D 立體減壓背帶｜生活中的負能量 由它來承擔,aka-ilife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217920,success,28,2,154,50000,14340,1,,1,1,1,1,5,"[990, 1680, 3200, 6000, 880]"
9in1 職人工具筆 - 不只是筆，更是萬用工具組！成為最潮工具人！,ATECH Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,950150,success,37,1,995,100000,14340,0,5.0,0,0,0,0,8,"[6900, 120, 790, 750, 1500, 890, 1700, 3600]"
MAGABOLT 超速穩定三合一充電線 ，節省近 70% 的等待充電時間，一條同時搞定你的充電需求！,Shark Tank Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16030,success,24,2,6,10000,14340,0,,1,1,1,1,3,"[1780, 1880, 3480]"
