title,author,預購專案,群眾募資,音樂,攝影,出版,時尚,設計,表演,藝術,科技,教育,遊戲,飲食,空間,社會,插畫漫畫,電影動畫,地方創生,挺好店,新春賀喜,money,time_left,image,video,sponsor_num,target,duration,comment_num,QA_num,website,yt,fb,ig,set_num,set_price
最輕最小的手機單軸穩定器│輕鬆紀錄下生活中的每一段重要時光,Sirui 思銳,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,874560,success,30,7,356,100000,14340,44,,1,0,1,0,8,"[1580, 2400, 2880, 3600, 5780, 2980, 3880, 2300]"
swig企鵝咖啡杯｜專為上班族打造的隨行咖啡杯！,艾斯尼,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325593,success,23,1,300,100000,14340,62,,1,0,1,1,6,"[690, 1299, 2999, 890, 1699, 3999]"
古鎖研發部-限量金珠計畫,創藝天時,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97136,success,21,1,34,10000,14340,5,,0,0,0,0,4,"[1688, 3200, 4600, 7200]"
反重力時光沙漏 - 讓逆流而上的水珠，療癒你匆忙的生活,一彈 One Thumb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,487370,success,17,7,121,50000,14340,26,,0,0,1,0,4,"[3880, 3980, 7200, 3500]"
《虎王撲克：豪華版系列》，做臺灣最棒的遊戲卡牌，讓世界看見來自臺灣的驕傲！,BOMBMAGIC INTERNATIONAL CO.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61579,success,30,1,55,10000,14340,1,,1,0,1,1,10,"[1199, 3300, 200, 350, 480, 1080, 1900, 2600, 990, 1600]"
RUSA鹿薩三劍客～上班族的第二個包,Intopic 廣鼎,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108224,success,52,1,63,80000,14340,4,8.0,0,0,0,0,13,"[1674, 1728, 1794, 1953, 2016, 2093, 3711, 3830, 3977, 8789, 9072, 9419, 50]"
MAX PUMP 2 澎湃動力，輕巧給力，滿足你的充氣及收納需求！,flextailgear,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,980855,success,53,1,1274,100000,14340,167,5.0,1,0,0,0,12,"[799, 749, 749, 799, 1599, 799, 1499, 3200, 180, 220, 1100, 699]"
KysonPet 凱舒礦型豆腐砂革命｜創新挑戰世紀最強貓砂,KysonPet凱舒系列貓砂,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2347416,success,14,0,1229,200000,14340,59,2.0,0,0,1,0,6,"[1699, 3396, 6696, 9684, 1734, 1699]"
復刻紙上最美的風景｜《大人的科學：迷你活版印刷機》,《大人的科學》募資團隊／親子天下,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5588012,success,32,3,3980,2000000,14340,106,7.0,0,0,1,0,14,"[1320, 2500, 5700, 990, 1067, 1350, 750, 550, 1250, 1250, 1250, 1280, 1280, 1280]"
tidytech 殺菌 牙刷架/餐具架 - 保護家人的健康，消毒百分之九十九的細菌,一彈 One Thumb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113280,success,28,5,88,50000,14340,8,1.0,0,0,1,0,5,"[1020, 1100, 1990, 2970, 990]"
小瓦掃地機器人規劃版｜CP 值破表的掃拖合一機器人,Roborock Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36512218,success,50,3,3875,500000,14340,387,17.0,1,0,1,0,13,"[8988, 930, 440, 250, 17776, 52728, 9888, 8988, 8988, 8988, 8988, 8988, 8888]"
【INAIR】世界第一款放入耳內的揚聲器！,INAIR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,979370,success,41,1,301,150000,14340,37,12.0,1,0,1,0,8,"[2690, 4700, 2780, 4980, 5550, 9960, 2590, 4430]"
DeskSpace星空寶石｜在書桌上探索天體的美！,DeskX Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,630088,success,29,1,144,70000,14340,13,1.0,1,0,1,0,7,"[649, 4280, 4480, 7480, 7980, 3980, 6980]"
Atom-全世界最小的三軸穩定器,AtomTaiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8919108,success,41,4,2817,100000,14340,333,6.0,1,0,1,0,10,"[3590, 4689, 5180, 1390, 200, 899, 3790, 1790, 3290, 3490]"
paplio 摺摺線 | 最有創意的積木式收納線,paplio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245070,success,39,1,280,50000,14340,34,3.0,0,0,0,0,13,"[1240, 1590, 1400, 420, 620, 820, 1500, 1180, 1740, 2340, 390, 580, 770]"
GADDE 白齒變身器 - 360度冷光美白和清潔,白夜子科技,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450160,success,13,7,232,50000,14340,56,5.0,0,0,1,0,5,"[120, 220, 1980, 2080, 5400]"
Amazing Hanger 口袋式摺疊衣架 - 攜帶方便，出差旅遊的必備神器。,陳俊良,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72140,success,20,1,186,30000,14340,11,,0,0,1,0,5,"[180, 500, 1000, 3000, 300]"
2022手繪塗鴉「手撕小日曆」過年給小朋友&大朋友的送禮首選！| 每一天都是值得慶祝的節日，陪你過2022年每一天的小日常！,游白白,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,8,1,0,3650,14340,0,6.0,0,0,0,0,2,"[365, 1365]"
Torplyktan 瑞典職人森林系香氛｜特製北歐四季專屬的香調，舒緩壓力及撫平情緒，療癒森林系香氛蠟燭,aelgmark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13517,failure,28,1,7,50000,14340,0,5.0,1,0,1,1,7,"[938, 1463, 2240, 1063, 1658, 3500, 5460]"
CXNO 多功能螢幕支撐架｜重新定義桌面｜獨立供電設計｜全新升級USB 3.0版本｜公司貨,ha熊購,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34330,failure,17,2,18,100000,14340,0,7.0,1,1,1,1,6,"[5100, 4350, 1990, 1680, 1700, 1450]"
◤特色漬物 只有影蜜◢只有外面吃不到⇄沒有我們做不到,影蜜醃漬專門,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5295,failure,23,0,5,60000,14340,0,5.0,0,1,1,1,13,"[249, 699, 1299, 1999, 799, 249, 249, 299, 349, 699, 699, 699, 799]"
東芝節能高效除濕機｜享受清爽潔淨的自在感，讓家變得不一樣的舒適提案！,未來創意生活股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83400,failure,13,2,6,100000,14340,0,8.0,1,1,1,1,7,"[12900, 14900, 16900, 13900, 15900, 14900, 16900]"
【來自手作音響】專屬於你的藍芽音響，自己DIY音響，一點也不難！,Parent-child 媽媽救星,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2598,failure,17,4,2,8990,14340,0,3.0,0,0,1,1,4,"[899, 1699, 1200, 2250]"
澳洲新型態高萃取沖煮濾杯 Tricolate Brewer | 沖出一杯好咖啡就是這麼簡單,RITTENHOUSE Coffee & Co.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12840,failure,28,1,6,38000,14340,0,2.0,0,0,0,0,3,"[1980, 3960, 480]"
ZALAXY｜DIY 組裝日式職人腕錶——秉承職人匠心、體驗無與倫比的過程,美黛子遊日本,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25540,failure,28,3,8,50000,14340,0,,1,1,1,0,3,"[3180, 3280, 3480]"
日本代官山HEMING'S｜超輕量折疊包｜輕鬆收納 讓你出門無負擔,蒂欣有限公司,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,failure,14,1,0,5000,14340,0,1.0,1,0,1,0,6,"[1599, 1899, 2399, 1699, 1999, 2499]"
『S STOPPER 救命神器』專業解決 油門當煞車誤踩的問題 | 台灣首創油門誤踩抑制加速器 | 安全油門煞的住，守護全家都幸福 | 有安裝的人就像有一個保身符，即使意外來臨，永遠都不會發生油門誤踩暴衝 | 為自己、為家人、為兒女、為父母，有安裝保身符總比沒裝好 ！,鼎鑫國際創投有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7450,failure,45,1,1,100000,14340,0,9.0,1,0,0,0,3,"[7450, 9000, 15780]"
MIRAVAC | 結合 UV-C殺菌的掃地機器人，挑戰最強 CP值，凡走過必殺菌！,MIRAVAC Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19960,failure,39,3,2,20000,14340,0,8.0,0,0,1,0,4,"[9980, 5980, 8580, 15960]"
泰國天然靜音乳膠床墊/可均勻支撐身體曲線與重量/環保無毒/過敏兒享好眠/提供生活作息不同的睡伴最佳選擇,泰朝勝貿易有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,24,3,0,50000,14340,0,6.0,0,1,1,0,4,"[12000, 15000, 14000, 17000]"
【Kiddy Kiddo綺迪樂】喵星8頭益智卡牌｜訓練反應力、腦力開發、STEAM｜超可愛貓掌棒 萌到心坎裡 8/30~9/12 ▼預購下殺8折▼,Kiddo Kiddy綺迪樂文創親子桌遊,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,failure,18,2,1,10000,14340,0,5.0,1,1,1,1,6,"[159, 299, 799, 899, 1399, 2349]"
AirVaccine 空氣的疫苗 | 抑菌及清新一機到位的空氣清淨機 抑制99%細菌與病毒，風行韓國，科學認證!,時他依麗有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54800,failure,37,5,9,200000,14340,3,6.0,0,0,1,0,3,"[5600, 10000, 6000]"
ABIS 時尚機能防護夾克,廖國雄,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,15,0,0,2000000,14340,0,5.0,0,0,0,0,2,"[2000, 1111]"
日本 NOROFLU 拋棄式馬桶坐墊紙 | 在外如廁再也不怕髒兮兮，抗菌防病毒一張搞定！,LeeShine,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11649,failure,18,1,6,50000,14340,0,3.0,0,0,0,0,5,"[1190, 2100, 3998, 1890, 3599]"
o’ring 輕鬆掛｜AirTags 真皮皮革鑰匙圈_掛出你的獨特個性,minio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,failure,33,1,1,20000,14340,0,6.0,0,0,0,0,4,"[620, 690, 1340, 2560]"
【美身革命】益纖菌黑酵PLUS | 獨家雙專利益生菌 x 極黑特濃成分，釋放黑酵能量代謝力，改變自己的祕密！,Weis,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48000,failure,35,1,3,500000,14340,0,,0,0,1,0,4,"[2300, 4320, 8400, 19800]"
台灣加油！團結防疫守台灣信念 T-shirt｜你穿的，是一件代表共同守護台灣的信念,XDdelight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5217,failure,27,1,6,25000,14340,0,8.0,0,0,0,0,5,"[499, 960, 1800, 3900, 590]"
PapIron 鍒文具組｜鍒出新的一片天，讓你的辦公桌煥然一新,aka-ilife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15116,failure,35,1,14,50000,14340,0,1.0,1,1,1,1,12,"[1780, 920, 1220, 299, 399, 399, 499, 499, 2460, 3450, 1020, 1320]"
不留疤！快速裝拆之樓梯移動平台,陳建名,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,33,1,0,300000,14340,0,6.0,1,1,1,1,12,"[100000, 80000, 60000, 40000, 95000, 90000, 75000, 70000, 55000, 50000, 6000, 3000]"
METRONEER - EU都會系列 電輔自行車 | 遠離塵囂和人群，輕輕一蹬即刻起行 ,METRONEER E-bikes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,failure,72,4,1,500000,14340,0,13.0,1,0,1,1,12,"[27400, 28400, 28900, 29900, 57800, 144500, 600, 1450, 1850, 4289, 600, 1700]"
LuvTech雙爽水冷風扇 | 夏日大作戰：打敗冷氣房外的世界！,luvtech.rios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13953,failure,29,5,23,100000,14340,0,,1,0,0,0,3,"[479, 858, 1520]"
日本製 GREEN LIFE 隔熱少煙桌上型烤肉爐,Co-ltd Geker,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15080,failure,21,0,9,45000,14340,0,9.0,0,0,0,0,3,"[1560, 1820, 2080]"
放鬆有感【PET-PRO 漢方毛孩草本泡澡粉】天然漢方草本皮膚護理 告別毛孩搔癢皮屑困擾,PET-PRO毛孩寶,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29310,failure,28,3,26,80000,14340,0,6.0,1,1,1,1,6,"[1980, 999, 4999, 550, 1600, 2580]"
日日本植-JOYVIO療癒香氛水氧機,沐意源創股份有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,failure,14,1,3,60000,14340,0,12.0,0,0,0,0,2,"[1180, 1280]"
策略性操作股票,Lin Sam,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,failure,25,2,12,50000,14340,0,3.0,0,0,0,0,4,"[450, 520, 2350, 4200]"
【Monstera Fotebag l 收納輕便托特包 l 減塑好簡單】,Loop Design Studio,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,failure,46,2,2,10000,14340,0,,1,0,0,0,9,"[770, 1540, 3080, 815, 1630, 3260, 900, 1800, 3600]"
【大阪泉州南部織嬰幼兒貼心組】｜日本童話系列｜100%棉日本在地店家製造｜呵護寶貝百分百,Riqueza&Thumbs up,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,failure,28,2,5,100000,14340,0,8.0,0,0,0,0,6,"[2980, 3980, 1980, 1680, 2980, 1680]"
camino｜Halo Lamp 植生圓柔燈桌-與天地相合，蘸一筆成長的圓柔之光,caminohome,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,32,1,0,10000,14340,0,2.0,1,0,1,1,3,"[13460, 15340, 26920]"
ActivTek空氣淨化器│免耗材 美國NASA航太防疫級空氣淨化器,森禾智慧美學,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,failure,39,1,0,200000,14340,0,7.0,1,1,1,0,3,"[16800, 29700, 42999]"
創意不再被侷限！平價投資頂級規格3D列印機，盡情玩3D列印、印出無限商機。,Formosa Model 智慧型光固化3D列印,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,failure,26,1,0,250000,14340,0,,1,0,1,0,3,"[56200, 66200, 110000]"
二次事故的終結利器【史上最快組裝警示標誌】,蔡錦鴻,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,failure,8,1,12,50000,14340,0,,0,1,0,0,3,"[600, 600, 960]"
【LampDex光適應感應燈】讓家，成為更安全方便的地方。,LampDex,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3580,failure,29,2,2,60000,14340,0,4.0,0,0,1,1,6,"[1790, 1890, 1990, 1990, 3780, 8950]"
方便喝果汁的＂無線＂方便喝果機！隨時隨地都可以來上一杯鮮榨果汁!,Easylife便利生活,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9470,failure,30,1,6,100000,14340,0,,0,0,0,0,3,"[980, 1850, 3700]"
【康乃馨臉部胺基酸手工皂 】一款專為母親節設計的限定隱藏版,FIZ ME霏姿蜜,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,failure,12,0,4,15000,14340,0,6.0,0,0,0,0,3,"[330, 600, 1000]"
『不想上班，只想笑喝喝！』新型態酒類桌遊，成為你喝酒時的最佳配備！,笑喝喝,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17876,failure,32,1,25,150000,14340,0,7.0,0,0,0,0,2,"[599, 1099]"
瑞典Smile Makers - 登大人- 精品震動按摩棒 ,Smile Makers Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6797,failure,23,4,4,30000,14340,0,6.0,0,0,0,0,4,"[1699, 1699, 1699, 1699]"
AUTOMO隨手吸｜居家車用無線吸塵器，隨手清潔真簡單,韓灣,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22440,failure,31,1,10,100000,14340,0,,0,0,1,1,8,"[1890, 2480, 1980, 2570, 3910, 5040, 11580, 320]"
好瓶 · 好在你有這個無線藍芽耳機保溫瓶,Gootle Inc.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5000,failure,25,2,2,500000,14340,0,1.0,0,0,0,0,5,"[2500, 6999, 12499, 23999, 43999]"
【史努比居家健身系列&口罩】現在不用去健身房，也能擁有好線條,博恩事紀有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61660,failure,22,1,86,100000,14340,0,2.0,1,0,0,0,7,"[920, 780, 550, 540, 180, 330, 280]"
飲用水の細菌殺手/濾淨水殺菌器-CLEAN EX,他她股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11880,failure,16,1,2,60000,14340,0,,0,0,0,0,5,"[5940, 6290, 7300, 13900, 20100]"
Ka-Pi Thiann的五堂咖啡課，找出你的咖啡心頭好｜35年老咖啡館的個人尋味計畫,Ka-Pi Thiann,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4480,failure,21,1,1,80000,14340,0,11.0,0,0,1,1,8,"[2680, 2980, 4480, 4980, 9400, 13100, 23880, 100]"
「好麵」三種無添加紅藜麵系列〔大紅袍椒麻、貢椒麻醬、秘傳麻醬〕｜健康再升級，獨家無添加配方，讓您每一口都安心！,拓食食品,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6152,failure,15,2,5,50000,14340,0,10.0,1,1,1,0,3,"[888, 1688, 2288]"
「零廢」保養—革命性果凍精華液 | 省去瓶瓶罐罐，一塊即可呵護全臉保養！,姬菈原生,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,9,1,0,50000,14340,0,,1,0,0,0,4,"[2350, 4900, 2600, 5200]"
體驗真菌生態-100％成功率自家栽培''無毒清香甘甜木耳''(菌包栽培+線上互動栽培教學),青春樹生物技術有限公司,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,failure,21,3,1,12000,14340,0,6.0,1,0,1,0,2,"[520, 860]"
「i瘋狂療癒力iPad 保護殼」-在家也能搭飛機,新眺創意,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12000,failure,9,2,1,990000,14340,0,2.0,0,0,0,0,2,"[1620, 1800]"
萊卡 真空調理機 ｜迷你真空x健康調理，CP值爆表的真空調理機,LaicaTW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8990,failure,20,1,1,200000,14340,0,,1,1,1,0,6,"[4990, 990, 8990, 5290, 9490, 990]"
富賢茂 x 淨視界 | Taiwan Box 共同研發人賴賢勇醫師團隊研發 | 抗菌防霧面罩,淨視界,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3759,failure,39,5,4,100000,14340,0,13.0,1,1,1,0,9,"[672, 1284, 2508, 825, 1590, 3120, 8560, 1590, 264]"
Relax your time！ 一鍵即Go！讓你真正休息的潔思瑞鹽燈香氛音響,潔思瑞JUST RIGHT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,21,3,0,100000,14340,0,5.0,0,1,0,1,5,"[3680, 3880, 7060, 7560, 960]"
KOBE LEATHER 神戶牛皮革 折疊長夾,J.Tada Creative Office,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000,success,12,4,10,98000,14340,0,,1,0,0,0,3,"[9800, 9800, 9800]"
MINI太陽電暖器｜冬日防寒神器、溫暖帶著走｜野外露營X居家必備,LEGENT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14380,failure,27,1,13,200000,14340,0,3.0,1,0,1,0,7,"[980, 1780, 3160, 5600, 1280, 2360, 4320]"
【 expertgel 3D 立體奈米抗菌機能口罩-貼身的高科技】,愛倍多國際股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18433,failure,13,2,11,30000,14340,0,6.0,1,0,1,1,5,"[999, 888, 2520, 3880, 10500]"
Omars 多功能鋁合金集線器 | 輕鬆擴展您便利生活 | [ 產品已通過國際安全認證 ] ,杰鼎奧拉,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8050,failure,18,1,5,100000,14340,0,6.0,1,0,1,1,2,"[1190, 1890]"
[茶甸仔] 鹿谷．最熟悉的味道- 蜜香烏龍茶,茶甸仔,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13140,failure,11,2,11,50000,14340,1,4.0,0,0,1,1,5,"[890, 1700, 1000, 1900, 4800]"
【膠粒押出 3D 列印機】 | 台灣自研的吃膠粒 3D 列印機 | 快速打印，減少時間成本,Everplast Machinery,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,failure,12,3,0,750000,14340,0,4.0,1,1,1,1,2,"[750000, 800000]"
Key to Beloved 臻愛之鑰 ｜ 獨一無二的珠寶鑰匙項鍊,urdream 優境創作,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19900,failure,18,1,7,50000,14340,0,3.0,1,1,0,1,2,"[2500, 2980]"
向未來無限進化，擁有無限可能性的「EVOLVER-X」新時代時尚背包，登場!!,Annie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,failure,34,1,1,150000,14340,0,,0,0,0,0,2,"[3800, 4200]"
台灣拾茶經典手繪版【拾種茶品一次到位】,浣菁堂茶禮,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3980,failure,24,1,1,200000,14340,0,,0,0,0,0,4,"[2590, 3980, 8500, 23880]"
"Omars 無線Qi行動電源 (PD+QC3.0快充) 10,000mAh【 隨心選 | 安心選】 產品已通過安全認證",杰鼎奧拉,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26610,failure,21,1,15,50000,14340,0,5.0,1,0,1,1,2,"[1290, 2500]"
兩岸十大伴手禮－澳洲環保海域野生頂級鮑魚-【極上之沺－天使鮑鮑】（最體面的過年禮盒）,吉上田,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13250,failure,40,5,2,500000,14340,0,,1,0,1,1,6,"[2050, 5950, 11200, 2160, 6100, 11700]"
台灣品牌舒適、高端的【MORIXON】露營戶外椅,Camping Ace,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,8,1,0,10000,14340,0,5.0,1,0,0,0,2,"[2950, 2950]"
鱘秘美肌面膜｜《歐盟、SGS等6項安心認證！10分鐘，舒緩敏感肌膚不適、乾燥、脫屑》,柔麒麟生技股份有限公司,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,failure,28,0,3,400000,14340,0,6.0,1,0,0,0,4,"[399, 449, 870, 2075]"
牆大師 | 全自動牆面彩刷機 挑戰史上最速牆面彩繪 !,牆大師,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,failure,13,2,0,1500000,14340,0,,0,0,1,0,5,"[6000, 8000, 135000, 2500, 8000]"
首推大尺碼｜無尷尬妹妹線｜具隱藏式雙口袋設計｜專為亞洲女性身材打造的修身運動機能服飾,SUNSET運動機能服飾,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22576,failure,49,1,11,50000,14340,0,6.0,0,0,1,1,12,"[1780, 1580, 1480, 1880, 1680, 1580, 3256, 3080, 3460, 4850, 16800, 15200]"
丟掉Switch底座▶隨身可充電TV模式帶著走◀,e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33854,failure,19,1,44,100000,14340,0,,1,1,1,1,6,"[599, 699, 1138, 2196, 769, 769]"
"清輕親 Free & Easy｜客製化您專屬創作的口罩,體驗MBU ( made by you ) 的玩字樂趣吧~",Free & Easy 清輕親 口罩,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,24,2,0,150000,14340,0,,0,0,0,0,7,"[1160, 2055, 3900, 795, 1240, 2175, 4110]"
【31Meal 參壹餐】最方便的代餐!,JPAST,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40220,failure,13,1,19,100000,14340,1,6.0,0,0,1,0,3,"[990, 1900, 2670]"
醇鈦 PURE Titanium｜台灣首創 - 鈦金屬多效醇化塊,TTNM Everlasting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58650,failure,46,1,26,100000,14340,0,4.0,1,1,1,1,4,"[1750, 1950, 8750, 200]"
洗晶晶 EasyClean ｜ 輕鬆去油GO 友善環境洗碗精,Easy Clean 洗晶晶,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,failure,19,4,1,5000,14340,0,3.0,0,1,1,1,4,"[500, 400, 300, 150]"
SPLC 口罩調節扣 - 抗疫加分神器,SPLC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,failure,14,1,6,30000,14340,0,,0,0,1,0,3,"[630, 300, 200]"
UV-Shark 紫外線殺菌器 | 病毒這樣進進出出、反反覆覆，你不擔心嗎？放心，它罩你！,Protector TW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,failure,24,1,0,200000,14340,0,,0,0,1,0,3,"[3790, 4290, 3890]"
【 Albert Clock 2 】 讓時鐘帶你算數學！,Albertclock,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,50,2,0,50000,14340,0,,0,0,0,0,2,"[12800, 13800]"
日本 Kirakuu 減醣電飯鍋 | 醣質44% OFF 低醣飲食好夥伴,Blackleaf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106010,failure,20,1,14,500000,14340,0,,0,0,1,0,4,"[6280, 12310, 18390, 30600]"
soap4u｜一塊具有幸福成分的皂,ERIGANCE愛芮肯｜敏弱肌專家,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,failure,31,1,6,30000,14340,0,,1,0,1,1,3,"[220, 240, 250]"
3D科學式減壓背包｜拋棄磚塊包包，外出就要更輕鬆！,JFT 科技減壓氣囊,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2580,failure,31,1,1,20000,14340,0,,1,0,1,0,3,"[2580, 3280, 3980]"
